processo,perda,condenacao,previsto_melhor,previsto_motor_atual
1062120-72.2025.8.19.9856,1,8317.07,7331.13,7323.05
2686152-32.2025.8.12.2806,1,6680.80,5967.52,5985.52
3284051-50.2025.8.15.4163,1,13603.76,11875.12,11848.41
2718442-89.2025.8.10.1087,0,0.00,361.05,358.83
9956809-88.2025.8.12.4435,0,0.00,599.69,576.28
6964402-77.2025.8.07.4614,0,0.00,1261.25,1267.62
9904735-32.2025.8.24.8215,0,0.00,1086.45,1091.73
1784315-38.2025.8.22.8853,0,0.00,482.16,469.14
2745134-74.2025.8.15.1266,0,0.00,698.77,670.39
4623187-71.2025.8.19.2253,0,0.00,1887.49,1820.63
1250079-43.2025.8.20.4996,1,8429.56,2232.19,2213.68
5296734-10.2025.8.05.5441,0,0.00,258.20,259.63
1182873-20.2025.8.21.3103,1,12962.49,7445.41,7430.88
6452040-61.2025.8.27.7893,1,7820.47,6148.02,6144.49
1333215-15.2025.8.05.6418,1,7042.52,851.90,895.52
5288189-29.2025.8.04.9527,1,21540.66,7479.24,7530.32
8679654-41.2025.8.04.9477,0,0.00,5506.19,5482.85
8875214-32.2025.8.26.7108,0,0.00,1029.35,1079.70
2419149-57.2025.8.10.8046,0,0.00,489.86,492.24
6965606-01.2025.8.18.8437,0,0.00,925.81,919.37
4645039-94.2025.8.24.6105,0,0.00,189.85,191.99
5079345-73.2025.8.18.4987,1,12739.84,10266.46,10298.11
9827659-01.2025.8.22.3916,0,0.00,83.79,84.27
7409940-12.2025.8.11.3368,0,0.00,175.52,173.66
1912181-49.2025.8.13.6756,0,0.00,1838.50,1828.11
5937514-49.2025.8.21.7507,1,15934.76,15291.13,15290.80
1470596-27.2025.8.19.4224,0,0.00,923.01,915.99
9357402-25.2025.8.07.5279,0,0.00,462.43,460.41
4652466-50.2025.8.25.9449,0,0.00,3550.45,3542.45
3832666-76.2025.8.15.9239,0,0.00,610.32,653.59
2892239-31.2025.8.05.7951,0,0.00,4026.61,4016.09
6678527-53.2025.8.09.8441,0,0.00,3602.63,3506.66
4447130-14.2025.8.02.3459,0,0.00,1377.93,1393.32
5924152-27.2025.8.08.3044,0,0.00,733.09,712.15
4692804-03.2025.8.14.3811,0,0.00,1357.86,1364.30
5437125-42.2025.8.10.5860,0,0.00,3958.09,4085.02
5039871-05.2025.8.14.2620,0,0.00,3145.81,3106.25
3964820-71.2025.8.25.8792,0,0.00,455.67,460.67
7559621-11.2025.8.15.3984,0,0.00,977.04,1023.33
1315511-71.2025.8.16.7641,0,0.00,390.03,387.38
1854191-65.2025.8.07.4447,0,0.00,521.54,494.08
3281561-92.2025.8.12.6620,0,0.00,317.42,314.88
2707833-14.2025.8.25.8779,0,0.00,1039.78,1004.13
4321427-99.2025.8.17.2420,1,869.33,1572.60,1572.37
6016748-09.2025.8.11.7143,0,0.00,433.86,435.91
9396794-82.2025.8.01.3044,0,0.00,103.09,103.65
8063665-31.2025.8.24.1648,0,0.00,216.48,213.22
3030141-18.2025.8.24.0592,0,0.00,546.15,561.04
9030682-83.2025.8.17.2056,1,8093.33,5846.35,5819.92
3854663-54.2025.8.18.6453,1,3613.91,422.77,412.10
1068892-26.2025.8.08.1678,0,0.00,3397.66,3386.13
9006006-10.2025.8.24.9544,0,0.00,1180.77,1174.95
1336480-46.2025.8.18.1201,1,18625.09,2423.48,2409.45
2638677-48.2025.8.20.8762,1,4554.31,4868.00,4872.49
6277721-97.2025.8.08.5229,0,0.00,5916.21,5930.06
6175134-16.2025.8.04.6871,0,0.00,247.26,245.80
1025453-45.2025.8.01.1706,0,0.00,145.20,142.93
1664073-68.2025.8.04.9855,1,13913.66,15789.22,15788.96
4756319-34.2025.8.10.8606,0,0.00,1990.63,1985.17
8375651-87.2025.8.14.2402,0,0.00,405.52,403.82
6714699-80.2025.8.16.0836,0,0.00,739.62,735.31
2221254-25.2025.8.21.5361,1,4570.02,6640.30,6639.50
3511107-16.2025.8.15.4881,0,0.00,402.83,407.22
2916469-19.2025.8.21.6240,1,15080.00,13550.66,13552.25
4894666-34.2025.8.18.6997,0,0.00,407.88,405.51
9084708-57.2025.8.01.7294,0,0.00,318.20,305.54
6238651-53.2025.8.11.3249,0,0.00,346.03,347.74
4599111-59.2025.8.16.2577,0,0.00,291.23,292.70
1865273-83.2025.8.20.7708,1,5162.84,1458.52,1426.85
6218831-58.2025.8.15.2981,1,7197.99,10125.86,10125.33
4471419-67.2025.8.26.1036,1,13476.80,5810.91,5726.13
3654212-56.2025.8.07.7154,1,5975.85,11422.49,11424.36
6578431-68.2025.8.19.6664,0,0.00,208.10,206.82
3491306-96.2025.8.24.0812,1,7271.48,7998.87,7998.47
5604521-02.2025.8.20.4013,0,0.00,278.71,277.99
6023207-92.2025.8.20.6832,1,8413.05,874.03,875.87
8043683-53.2025.8.10.4585,1,11851.78,8931.78,8978.86
5144661-87.2025.8.22.9300,0,0.00,3749.28,3743.10
8735084-16.2025.8.07.1691,0,0.00,836.49,840.71
5890852-99.2025.8.01.6606,1,7364.19,2107.10,2111.94
7152166-49.2025.8.17.8889,1,3738.61,1259.40,1249.48
2218658-98.2025.8.05.3289,0,0.00,790.17,779.62
1551378-66.2025.8.26.2240,1,11629.33,8301.80,8289.11
6212298-57.2025.8.20.3196,1,5077.49,8546.11,8545.97
6332850-23.2025.8.18.3388,0,0.00,1307.54,1272.67
9192742-63.2025.8.18.5112,0,0.00,234.03,221.13
7190232-45.2025.8.25.0554,0,0.00,386.45,415.08
7376044-14.2025.8.25.9041,0,0.00,1001.91,992.20
5169190-10.2025.8.19.4586,0,0.00,604.71,610.96
1511370-84.2025.8.06.7485,0,0.00,165.54,167.67
3067536-78.2025.8.24.3574,0,0.00,124.03,120.41
4608230-90.2025.8.10.4007,0,0.00,73.67,70.66
2500538-38.2025.8.22.4409,1,21780.56,7298.48,7142.53
5616287-08.2025.8.09.3273,1,9780.72,9433.52,9433.40
9717892-28.2025.8.21.3757,1,5114.68,6461.52,6466.94
5012824-12.2025.8.03.8435,1,11454.92,7052.24,7041.25
2383184-09.2025.8.08.5812,1,4595.35,412.98,408.68
4520967-68.2025.8.18.9016,1,14927.69,13717.13,13716.31
2377402-69.2025.8.22.2663,0,0.00,2250.79,2258.62
3783595-12.2025.8.10.9614,1,5537.93,7850.53,7843.90
7847803-46.2025.8.25.1738,0,0.00,782.52,786.40
5531778-69.2025.8.10.9754,0,0.00,450.44,452.86
9847398-53.2025.8.16.7605,0,0.00,636.08,618.45
2548081-10.2025.8.17.3894,1,12118.11,8258.34,8211.15
9337063-09.2025.8.19.3840,0,0.00,825.05,829.44
8644550-40.2025.8.27.8047,0,0.00,728.45,690.04
8361149-46.2025.8.18.2962,1,9068.42,9914.20,9932.90
7296535-56.2025.8.01.0613,0,0.00,217.08,205.00
6563701-86.2025.8.19.2076,1,4114.17,4196.50,4217.98
8090469-48.2025.8.14.5635,0,0.00,570.02,566.74
8544712-01.2025.8.11.7800,0,0.00,239.54,241.93
5697708-35.2025.8.21.7962,0,0.00,2543.24,2458.83
3923127-42.2025.8.12.7605,0,0.00,450.65,447.04
6104917-42.2025.8.13.3276,0,0.00,563.20,565.79
6865572-60.2025.8.05.7423,0,0.00,1293.94,1288.78
6451189-58.2025.8.24.0372,0,0.00,169.22,168.31
7713458-73.2025.8.08.7051,0,0.00,164.90,163.19
3353275-26.2025.8.12.7923,0,0.00,1997.53,2005.75
9975456-31.2025.8.13.9935,0,0.00,1661.24,1653.82
4910383-88.2025.8.19.2198,0,0.00,603.24,578.49
8186587-23.2025.8.14.6211,0,0.00,853.19,857.46
1517016-07.2025.8.22.1917,0,0.00,181.49,182.47
2201765-06.2025.8.06.7517,0,0.00,415.68,437.97
1087217-15.2025.8.14.5916,0,0.00,332.51,334.20
9447959-21.2025.8.08.8805,0,0.00,199.67,201.65
2538833-15.2025.8.19.6691,1,846.90,721.78,722.49
1956777-95.2025.8.03.3450,0,0.00,4380.97,4416.23
1082532-79.2025.8.07.0919,0,0.00,8459.89,8481.58
4005698-21.2025.8.09.8219,1,9180.24,11610.63,11610.26
1661899-85.2025.8.09.6922,0,0.00,590.53,559.79
9912401-07.2025.8.08.0860,0,0.00,1481.46,1477.27
4544873-99.2025.8.22.8733,0,0.00,5478.05,5440.89
1451800-20.2025.8.20.7435,1,7819.10,4508.42,4501.98
6799734-41.2025.8.25.8579,0,0.00,5518.97,5663.03
2437168-88.2025.8.15.1531,1,8111.74,1758.24,1673.01
4199077-25.2025.8.17.6138,0,0.00,1241.88,1201.16
8181352-37.2025.8.18.2012,0,0.00,192.74,184.56
9533171-39.2025.8.06.9409,1,9222.53,6808.81,6607.84
3074978-28.2025.8.09.9825,0,0.00,276.67,275.68
6092913-41.2025.8.08.0843,0,0.00,178.64,177.85
5876887-47.2025.8.11.6781,0,0.00,6196.87,6118.24
9286600-68.2025.8.11.4577,0,0.00,95.22,95.72
4317302-54.2025.8.07.7397,0,0.00,1102.14,1065.17
6456707-05.2025.8.07.0703,0,0.00,1035.48,1031.89
5464436-08.2025.8.13.4820,0,0.00,637.98,644.17
6932239-85.2025.8.11.6419,0,0.00,266.03,279.80
8129904-35.2025.8.20.5088,0,0.00,150.44,148.42
3663861-84.2025.8.12.8577,1,11579.80,7178.28,7158.07
4188530-25.2025.8.07.7515,0,0.00,468.77,455.82
1362528-56.2025.8.27.2995,0,0.00,477.16,476.16
7927738-08.2025.8.02.6081,0,0.00,283.32,282.54
4701344-80.2025.8.21.8414,0,0.00,3944.86,4067.33
3997719-18.2025.8.15.2019,1,8873.91,4456.98,4466.55
9876993-49.2025.8.03.6674,0,0.00,3937.09,3898.41
4497155-06.2025.8.19.7497,1,15792.12,8479.34,8348.85
2820674-56.2025.8.24.2790,0,0.00,304.70,313.01
3843366-24.2025.8.19.6314,0,0.00,730.85,766.77
1608965-27.2025.8.22.8632,0,0.00,4703.54,4620.17
4314991-52.2025.8.03.2015,0,0.00,502.21,505.01
1750207-49.2025.8.20.8311,0,0.00,4411.16,4404.76
8944223-25.2025.8.07.9937,0,0.00,555.34,561.94
8686787-59.2025.8.24.6279,0,0.00,154.69,148.42
9246942-28.2025.8.26.9555,1,9446.14,4536.82,4470.64
6646857-65.2025.8.15.3841,0,0.00,552.94,550.23
2097465-44.2025.8.06.0933,1,1934.77,3433.93,3433.55
3522163-97.2025.8.08.2043,0,0.00,656.72,652.13
4233136-24.2025.8.10.8939,0,0.00,4691.39,4699.24
8552359-28.2025.8.13.3548,0,0.00,1469.51,1461.20
9267107-43.2025.8.13.3100,0,0.00,2789.50,2705.45
8545902-48.2025.8.22.5856,1,7156.48,7856.38,7800.62
1039304-38.2025.8.20.1752,0,0.00,172.92,172.32
5884302-47.2025.8.13.3416,0,0.00,2288.04,2190.58
7578484-35.2025.8.26.1720,0,0.00,617.07,613.56
3222438-74.2025.8.14.1353,0,0.00,152.00,151.32
1262184-67.2025.8.18.8819,0,0.00,371.69,370.04
5883434-54.2025.8.01.0468,1,6286.94,12516.54,12517.23
9670684-66.2025.8.01.2839,0,0.00,256.67,249.62
8157846-90.2025.8.08.4359,1,11441.84,11249.89,11250.55
8742574-15.2025.8.11.1118,0,0.00,163.75,163.03
8531873-88.2025.8.05.6802,0,0.00,7708.54,7564.91
6277653-21.2025.8.21.8894,1,8062.25,10057.59,10057.37
5578807-56.2025.8.15.7448,0,0.00,2768.89,2758.70
4064807-21.2025.8.12.1757,0,0.00,1432.23,1395.18
7805709-04.2025.8.03.1476,1,7787.83,7320.11,7316.25
9248547-88.2025.8.16.6900,0,0.00,2480.03,2483.97
6378246-14.2025.8.24.7245,1,10392.20,7163.54,7162.03
2634946-62.2025.8.10.5576,0,0.00,97.74,93.75
8943008-09.2025.8.18.1743,0,0.00,906.53,971.29
5545904-14.2025.8.21.8482,0,0.00,1594.54,1557.47
5193877-01.2025.8.14.5320,1,6378.68,4315.52,4344.12
9757339-55.2025.8.14.6015,0,0.00,7521.87,7505.65
6869793-89.2025.8.02.8865,0,0.00,10464.19,10356.26
5098495-21.2025.8.07.5017,0,0.00,591.11,589.06
3555545-93.2025.8.22.9158,0,0.00,1127.07,1116.62
6411649-29.2025.8.14.2229,0,0.00,454.75,436.63
1403738-05.2025.8.14.2019,0,0.00,130.46,131.17
5834724-96.2025.8.18.5915,0,0.00,282.31,274.55
3983265-08.2025.8.27.4888,0,0.00,1463.19,1469.72
6135438-20.2025.8.26.2044,0,0.00,681.97,657.72
3843506-67.2025.8.16.7476,0,0.00,54.98,59.11
8255984-93.2025.8.14.8378,0,0.00,2465.44,2489.33
9898554-55.2025.8.18.2097,0,0.00,75.54,73.44
4879945-87.2025.8.25.0029,1,5033.18,4953.88,5136.38
9122756-69.2025.8.09.3440,0,0.00,382.07,372.13
6110240-72.2025.8.24.7098,1,1966.59,3525.98,3525.64
3489604-10.2025.8.15.8110,0,0.00,149.42,150.26
3519973-79.2025.8.12.6078,0,0.00,3472.62,3559.75
6043583-30.2025.8.02.4427,0,0.00,486.71,492.56
1181196-91.2025.8.26.2446,0,0.00,415.10,409.57
6208552-88.2025.8.08.6886,0,0.00,613.71,619.80
3341230-15.2025.8.14.4754,0,0.00,303.34,301.89
8550675-56.2025.8.04.6044,0,0.00,677.65,727.51
9581534-39.2025.8.06.9497,1,7783.42,4427.62,4423.10
6602788-37.2025.8.07.0154,0,0.00,218.31,217.46
4108563-40.2025.8.26.5014,0,0.00,1008.84,1004.59
6383173-42.2025.8.12.4690,0,0.00,259.68,262.09
3196769-89.2025.8.12.7337,0,0.00,57.24,55.53
8583061-86.2025.8.08.8332,1,12713.78,8905.37,8914.07
7591493-17.2025.8.22.8489,0,0.00,55.34,52.27
7956326-67.2025.8.03.7867,0,0.00,1250.52,1246.59
8363171-02.2025.8.27.6097,0,0.00,502.09,507.87
8029906-17.2025.8.26.3318,0,0.00,855.58,916.78
2573089-73.2025.8.15.3784,0,0.00,4738.62,4720.94
5633406-54.2025.8.20.9935,0,0.00,362.61,360.84
2421167-85.2025.8.10.1972,0,0.00,3636.86,3648.50
2489358-41.2025.8.04.5348,0,0.00,1207.80,1213.58
4373030-47.2025.8.09.7590,0,0.00,1501.02,1508.66
9919479-00.2025.8.21.3085,0,0.00,2759.11,2770.71
8215978-61.2025.8.17.7488,0,0.00,1225.46,1241.12
1024206-34.2025.8.17.9878,0,0.00,282.12,281.79
5787965-00.2025.8.17.8015,0,0.00,64.88,65.25
8085347-81.2025.8.13.5083,0,0.00,727.55,701.13
3127414-54.2025.8.05.3346,0,0.00,1341.77,1279.59
2076936-60.2025.8.18.4573,0,0.00,624.72,620.37
2723350-60.2025.8.27.5796,0,0.00,399.85,397.70
9626559-74.2025.8.03.5196,1,2962.28,399.06,403.59
6868388-52.2025.8.04.1282,1,9127.86,10146.76,10147.50
6599690-51.2025.8.09.8314,0,0.00,195.31,194.23
2382266-24.2025.8.08.2323,1,17646.42,12555.73,12545.35
2610423-62.2025.8.04.6841,0,0.00,888.58,892.70
5212465-57.2025.8.13.6671,0,0.00,114.38,115.57
9875711-73.2025.8.05.2253,1,12254.74,9621.79,9581.74
1904311-38.2025.8.07.8544,1,10328.32,12914.37,12984.92
1684702-93.2025.8.16.1899,1,6513.44,1229.43,1226.07
1410445-79.2025.8.14.1018,0,0.00,130.17,126.37
8912303-50.2025.8.09.5348,0,0.00,1104.28,1132.37
2169351-33.2025.8.05.2721,1,14997.25,12183.35,12183.16
6593257-87.2025.8.22.4683,0,0.00,231.95,230.97
5043598-34.2025.8.04.6778,1,17298.83,15604.15,15613.89
2088206-19.2025.8.15.3334,1,16097.62,7280.18,7070.57
3480349-86.2025.8.09.4819,1,12613.06,665.44,648.13
9268567-49.2025.8.21.8720,0,0.00,642.83,649.49
5898846-98.2025.8.04.6248,0,0.00,7243.37,7127.94
1002539-81.2025.8.27.0287,0,0.00,356.89,355.37
7114329-81.2025.8.27.2449,0,0.00,342.45,346.31
9747623-18.2025.8.14.6075,0,0.00,151.01,150.34
5985247-17.2025.8.09.8758,1,8691.27,6488.70,6423.51
4563752-61.2025.8.08.8886,0,0.00,6061.10,6052.64
2258877-88.2025.8.17.8537,0,0.00,1169.77,1131.42
8485900-31.2025.8.01.4452,0,0.00,311.62,319.73
6407330-50.2025.8.11.4802,1,3341.48,4369.05,4381.27
6974509-99.2025.8.10.8307,0,0.00,669.96,666.38
7971271-43.2025.8.21.8329,0,0.00,959.41,934.84
3149182-47.2025.8.02.2837,1,5796.64,8801.65,8800.91
1235828-96.2025.8.26.2322,1,11764.09,2664.56,2675.33
6022913-29.2025.8.19.7957,0,0.00,711.01,692.00
2038658-56.2025.8.11.0850,0,0.00,613.06,610.05
7477273-03.2025.8.13.5194,0,0.00,802.77,806.45
7910083-51.2025.8.25.6939,0,0.00,177.57,178.47
1500790-03.2025.8.12.7687,0,0.00,488.33,490.57
8913977-81.2025.8.15.1976,0,0.00,364.99,362.09
6159210-86.2025.8.21.5660,0,0.00,9846.56,9884.23
2995856-11.2025.8.03.4101,1,16598.82,15691.14,15686.20
5335678-23.2025.8.22.8969,0,0.00,125.14,125.86
2840069-20.2025.8.27.6408,0,0.00,53.86,54.12
1166284-13.2025.8.25.5673,0,0.00,228.19,227.28
5935759-50.2025.8.09.9951,1,6180.89,10291.98,10296.61
8818204-37.2025.8.04.0121,1,12719.78,9055.59,9048.96
6697237-12.2025.8.06.1250,0,0.00,395.07,391.05
4632210-74.2025.8.15.3090,1,9632.88,6604.62,6596.57
7912038-16.2025.8.11.9637,1,9309.49,8893.73,8856.93
1134334-78.2025.8.08.2584,1,10474.29,6924.89,6815.89
8710802-18.2025.8.22.9494,0,0.00,110.93,109.79
6760275-42.2025.8.04.7946,1,14479.95,1977.25,1928.02
5114724-64.2025.8.03.3099,0,0.00,1365.40,1297.81
1473744-15.2025.8.10.2212,0,0.00,97.45,102.63
4458781-38.2025.8.01.1675,0,0.00,1702.80,1666.63
4125797-35.2025.8.19.7661,0,0.00,228.60,222.30
1710645-61.2025.8.03.4880,1,9344.56,2736.03,2729.33
2847624-78.2025.8.07.4118,1,6796.01,9385.20,9385.91
2604651-58.2025.8.04.3132,1,19063.70,18403.27,18400.13
8495529-27.2025.8.12.7619,1,8711.20,6450.03,6458.47
4269724-16.2025.8.17.6815,0,0.00,554.37,557.50
6143577-45.2025.8.27.6789,1,7129.38,12819.23,12820.35
8830560-58.2025.8.13.2716,0,0.00,4425.79,4398.16
6671907-86.2025.8.22.5168,0,0.00,792.49,773.13
3329893-86.2025.8.19.0541,0,0.00,533.31,538.82
3357062-59.2025.8.11.1981,0,0.00,6241.96,6226.52
2649516-98.2025.8.01.1791,1,6116.27,1222.79,1229.02
5551802-25.2025.8.15.7940,0,0.00,753.50,802.06
5298161-84.2025.8.16.2811,0,0.00,333.41,350.90
3260667-18.2025.8.16.5873,1,13445.34,6788.46,6773.27
1261235-16.2025.8.13.8063,0,0.00,742.52,749.73
9715184-88.2025.8.01.1261,1,7308.26,796.94,800.87
6233888-34.2025.8.19.7899,0,0.00,278.49,279.26
2241510-65.2025.8.27.8771,1,9897.80,10050.77,10045.83
9453599-36.2025.8.04.9706,1,11485.06,9286.24,9280.44
2569157-14.2025.8.09.4991,0,0.00,166.27,166.73
4636366-16.2025.8.21.8333,0,0.00,250.66,236.87
5939498-19.2025.8.11.3598,0,0.00,1587.97,1595.42
7468794-16.2025.8.14.3267,0,0.00,126.45,136.06
1707768-06.2025.8.22.9787,0,0.00,1632.32,1593.13
4865067-52.2025.8.22.3903,1,10367.46,7750.68,7733.44
6224785-51.2025.8.22.4507,1,7510.22,2334.19,2314.37
3266889-26.2025.8.17.5987,1,9932.30,12393.78,12420.48
4943456-02.2025.8.10.8138,0,0.00,308.84,331.66
7070077-62.2025.8.25.6416,1,14889.99,5953.67,6183.38
2434929-60.2025.8.21.5740,1,10612.22,11970.29,11949.47
7594127-85.2025.8.08.4256,0,0.00,10192.82,10200.23
8078519-10.2025.8.16.9794,0,0.00,561.05,555.28
3182978-23.2025.8.01.6503,0,0.00,221.57,220.50
6137081-67.2025.8.04.9972,1,11512.24,9053.62,9152.53
4632961-32.2025.8.18.9878,0,0.00,1580.54,1595.59
2364534-47.2025.8.25.8733,0,0.00,518.77,521.34
8285453-87.2025.8.07.1726,0,0.00,262.16,261.14
1776496-22.2025.8.07.5207,0,0.00,403.98,392.81
2145908-42.2025.8.07.4952,0,0.00,439.38,434.94
9742976-10.2025.8.27.1462,0,0.00,190.80,183.22
5235460-43.2025.8.18.0780,1,6638.32,3416.28,3439.74
2911769-38.2025.8.25.5150,0,0.00,359.63,358.01
7257100-99.2025.8.22.9261,0,0.00,2760.07,2766.29
2965844-09.2025.8.26.4380,0,0.00,697.67,693.71
1219032-12.2025.8.16.8397,0,0.00,125.50,122.00
6175783-68.2025.8.21.4024,0,0.00,283.87,282.46
1825926-10.2025.8.03.1748,1,5222.72,504.40,506.86
6323269-37.2025.8.11.0378,0,0.00,579.62,582.64
4980580-61.2025.8.05.6136,0,0.00,3589.97,3623.81
2809390-10.2025.8.22.0907,0,0.00,662.34,658.99
1590833-45.2025.8.04.2356,0,0.00,2811.95,2789.58
9517133-41.2025.8.25.2669,0,0.00,3169.60,3304.24
6465527-20.2025.8.20.1038,0,0.00,239.74,233.41
7247898-20.2025.8.17.5292,1,14322.47,3311.65,3329.83
3728166-81.2025.8.07.6029,0,0.00,1014.00,1019.03
5083739-53.2025.8.17.4676,0,0.00,435.91,438.27
5139286-58.2025.8.01.1299,1,4355.91,1960.31,1950.06
5738424-25.2025.8.16.4933,1,9912.05,8335.66,8270.96
4857172-97.2025.8.07.0852,1,10330.92,8455.17,8454.83
3574321-14.2025.8.05.2400,0,0.00,2128.76,2123.07
4361091-16.2025.8.10.9229,0,0.00,205.16,207.42
3167819-75.2025.8.26.7730,0,0.00,140.41,139.77
6559851-64.2025.8.24.4311,1,16395.83,2971.75,2910.62
1381490-97.2025.8.07.3884,0,0.00,1437.61,1365.57
6490970-94.2025.8.18.4453,0,0.00,5817.98,5807.81
9102691-40.2025.8.26.2990,0,0.00,428.39,416.11
1952056-48.2025.8.11.2637,0,0.00,6680.25,6599.60
2947276-83.2025.8.05.7589,1,19918.44,3854.49,3675.88
9433268-38.2025.8.07.0821,1,12358.60,10192.57,10176.44
8309908-33.2025.8.19.2811,0,0.00,970.77,961.53
2668040-78.2025.8.17.1295,0,0.00,2059.78,2086.10
7441583-42.2025.8.08.6628,0,0.00,5437.33,5463.91
6682852-56.2025.8.11.5953,0,0.00,434.67,439.02
6513765-16.2025.8.02.0693,1,8960.05,13472.88,13472.00
6632132-36.2025.8.18.0220,0,0.00,470.68,475.83
6254341-30.2025.8.19.6796,0,0.00,1004.56,1009.76
4271597-41.2025.8.05.4623,0,0.00,608.48,611.55
4822184-37.2025.8.20.9103,1,9650.49,3605.45,3717.25
2407783-63.2025.8.06.0183,1,14504.81,12464.93,12505.93
5261809-51.2025.8.12.2791,1,13916.38,9652.24,9677.91
2881318-33.2025.8.27.2944,0,0.00,285.90,307.21
3447415-56.2025.8.24.8932,0,0.00,617.88,621.12
3445935-39.2025.8.06.8608,1,8096.21,922.49,914.12
4851673-12.2025.8.15.9605,0,0.00,444.36,446.91
1034313-59.2025.8.14.9053,0,0.00,94.63,95.12
8778590-60.2025.8.04.0891,1,12306.16,12835.41,12836.34
5599133-98.2025.8.19.2392,0,0.00,247.95,249.19
8033742-69.2025.8.04.4442,0,0.00,1496.94,1504.10
5719511-86.2025.8.02.6683,0,0.00,2608.96,2602.76
7132548-65.2025.8.18.5728,0,0.00,411.98,406.71
4936061-04.2025.8.26.6846,1,7442.62,2012.16,1969.15
5440131-85.2025.8.24.4937,0,0.00,720.65,724.60
5613039-96.2025.8.14.2914,0,0.00,6449.23,6332.64
4424887-67.2025.8.20.3977,1,4148.41,392.54,397.04
3788869-63.2025.8.09.4362,1,9726.92,8157.19,8137.90
3476450-36.2025.8.17.0594,1,7803.57,7371.17,7426.78
4456196-75.2025.8.22.3159,0,0.00,307.94,291.08
5221057-53.2025.8.09.0512,1,5845.12,3310.90,3318.36
6783398-50.2025.8.25.6308,0,0.00,1334.97,1341.47
7096526-55.2025.8.16.1669,1,9819.99,4170.92,4184.48
9488287-58.2025.8.14.0649,0,0.00,2800.13,2789.81
4735194-51.2025.8.08.3592,0,0.00,2312.19,2330.73
6413878-85.2025.8.10.0576,1,6404.41,1368.75,1428.53
6779295-59.2025.8.12.7802,0,0.00,91.88,92.35
6416922-98.2025.8.05.1204,1,11023.25,10249.05,10268.66
6154736-04.2025.8.01.0104,1,20839.12,6879.35,6900.67
5760390-00.2025.8.25.2836,0,0.00,100.50,105.85
3322877-77.2025.8.04.8494,0,0.00,1061.89,1072.73
8433480-29.2025.8.17.9324,1,11893.24,6995.16,6959.64
5178446-76.2025.8.07.3400,0,0.00,185.20,184.47
4877868-73.2025.8.18.2799,1,17983.15,5618.86,5639.11
9711648-27.2025.8.06.5608,0,0.00,371.92,398.79
5477408-53.2025.8.07.7839,1,15988.12,985.73,982.35
6830042-83.2025.8.09.5156,1,4697.64,6451.77,6446.34
6679809-61.2025.8.07.6772,1,7237.89,10922.95,10926.19
9156124-41.2025.8.17.6866,0,0.00,11889.98,11824.91
4562333-99.2025.8.19.3441,0,0.00,246.78,248.10
9083269-99.2025.8.02.5630,0,0.00,2488.18,2484.71
8041240-67.2025.8.03.3929,0,0.00,1210.20,1203.73
1000972-09.2025.8.08.4404,0,0.00,3212.80,3099.52
9333769-41.2025.8.20.3328,1,11959.81,13509.93,13511.10
3317834-41.2025.8.18.0796,1,6594.84,5267.10,5256.29
4063536-86.2025.8.21.8109,1,7442.34,9115.19,9141.45
4191490-43.2025.8.18.7283,0,0.00,305.39,302.97
4983856-29.2025.8.21.4642,0,0.00,1197.58,1185.22
3122300-78.2025.8.24.8022,0,0.00,7137.83,7145.70
9385088-68.2025.8.26.0389,1,15246.17,10869.20,10874.36
3399403-07.2025.8.01.7642,1,9601.36,4266.21,4278.23
5179538-62.2025.8.05.9124,1,12009.05,8596.77,8616.06
6776235-15.2025.8.07.9672,0,0.00,487.98,469.34
1724083-11.2025.8.01.9292,0,0.00,2559.39,2584.67
9559951-50.2025.8.11.8614,1,13942.84,7879.19,7820.28
8992934-83.2025.8.26.9957,0,0.00,309.32,308.10
2003703-54.2025.8.07.2209,0,0.00,156.80,155.22
6323459-86.2025.8.27.4287,0,0.00,139.78,139.03
3987192-67.2025.8.06.2929,0,0.00,159.07,158.57
1789398-72.2025.8.17.9704,0,0.00,115.04,114.78
7506496-55.2025.8.25.1234,1,7897.12,4784.77,4764.16
4196770-93.2025.8.24.5230,0,0.00,2573.31,2588.49
9245114-70.2025.8.26.1793,0,0.00,571.12,565.05
1505103-07.2025.8.21.4276,0,0.00,1259.69,1273.83
8817461-75.2025.8.25.9348,0,0.00,577.99,575.76
4195597-03.2025.8.03.7371,1,4342.74,4598.58,4584.35
6353999-22.2025.8.19.0800,0,0.00,668.82,672.17
5114671-35.2025.8.21.8703,0,0.00,222.33,221.56
1713881-22.2025.8.04.0219,0,0.00,1659.71,1668.33
6849328-33.2025.8.22.1484,0,0.00,439.32,437.94
7469656-50.2025.8.19.4919,0,0.00,455.83,467.82
7812698-36.2025.8.07.0292,1,10987.46,7707.15,7661.68
5959020-88.2025.8.26.4290,0,0.00,153.39,144.75
3470231-53.2025.8.16.9481,0,0.00,549.65,575.42
6709368-51.2025.8.06.3734,0,0.00,3750.62,3697.01
5809009-86.2025.8.05.4095,1,14223.25,10279.22,10262.38
8836642-82.2025.8.27.4339,0,0.00,269.23,270.56
2539837-70.2025.8.26.9889,0,0.00,533.43,519.10
8873456-53.2025.8.11.6301,0,0.00,1120.92,1083.21
5763292-62.2025.8.18.1262,0,0.00,278.80,267.42
