processo,uf,golpe,contrato,extrato,comprovante,dossie,demonstrativo,laudo,perda,p_perda_validacao
7182743-12.2025.8.14.4761,PA,1,0,1,0,1,1,0,1,0.767155
3773828-46.2025.8.17.7451,PE,1,1,1,1,1,1,1,0,0.046284
7290503-11.2025.8.22.3647,RO,0,1,1,0,1,0,0,0,0.075305
4914045-08.2025.8.18.6406,PI,1,1,1,0,0,1,1,0,0.097600
9424790-14.2025.8.09.6979,GO,1,1,1,1,0,1,1,0,0.060824
8232745-05.2025.8.24.4387,SC,1,0,0,1,1,0,1,1,0.968995
3762842-20.2025.8.21.6281,RS,1,0,1,0,1,1,1,1,0.841437
6083317-97.2025.8.24.5603,SC,0,1,1,0,0,1,1,0,0.052077
6219348-51.2025.8.14.6785,PA,1,1,1,0,1,1,1,0,0.131647
7230102-49.2025.8.17.9102,PE,1,1,1,1,1,1,0,0,0.048232
5466689-98.2025.8.25.8897,SE,1,0,1,0,1,1,0,1,0.778512
1880273-39.2025.8.09.2026,GO,1,1,1,1,0,1,0,0,0.063790
3363289-15.2025.8.17.2199,PE,0,1,1,1,1,1,1,0,0.018000
2141557-49.2025.8.22.6711,RO,1,0,1,1,0,1,1,0,0.439567
4281304-30.2025.8.05.0828,BA,0,1,1,1,0,1,1,0,0.020053
7816774-87.2025.8.07.2902,DF,1,1,1,0,1,1,1,0,0.161871
7894083-65.2025.8.12.4763,MS,1,0,0,1,0,1,0,1,0.934355
6970269-91.2025.8.08.5038,ES,0,1,1,1,1,0,0,0,0.034908
9436343-22.2025.8.22.4753,RO,1,0,1,0,0,1,1,1,0.731117
7308269-44.2025.8.04.8661,AM,1,1,1,1,0,1,1,0,0.087803
7811169-86.2025.8.11.3818,MT,0,1,1,1,1,1,1,0,0.012193
3357076-40.2025.8.19.0342,RJ,0,0,1,0,1,1,1,0,0.639154
9174713-72.2025.8.06.2285,CE,1,0,1,0,1,1,0,1,0.782661
3446525-51.2025.8.10.5522,MA,1,1,0,0,0,1,1,0,0.685079
7988150-88.2025.8.09.6057,GO,1,0,1,1,1,1,1,1,0.569054
7332836-86.2025.8.05.4562,BA,1,1,1,1,1,1,1,0,0.049661
6984083-50.2025.8.10.4851,MA,0,1,1,0,1,1,0,0,0.038623
7549190-48.2025.8.26.4242,SP,1,0,1,0,0,1,1,0,0.787547
3549597-48.2025.8.02.0245,AL,0,1,1,1,1,0,1,0,0.026775
7458528-34.2025.8.14.8058,PA,1,1,1,0,1,1,1,0,0.132928
5195415-35.2025.8.24.0279,SC,1,1,1,0,1,0,1,1,0.204230
7807811-41.2025.8.01.7189,AC,0,1,1,1,1,1,0,0,0.014564
1281432-93.2025.8.05.4471,BA,0,1,1,1,1,0,1,0,0.030323
3310229-05.2025.8.09.7309,GO,1,0,0,0,1,1,1,1,0.989189
7909802-92.2025.8.11.0442,MT,1,0,1,1,1,1,1,0,0.446373
6861112-09.2025.8.27.6100,TO,1,1,1,1,1,1,1,0,0.035064
3647731-25.2025.8.12.6923,MS,0,1,1,0,0,0,1,0,0.071474
1265864-22.2025.8.22.9356,RO,1,1,1,0,1,1,1,0,0.111376
1671396-28.2025.8.09.2848,GO,1,1,1,1,0,1,1,0,0.059182
8323955-71.2025.8.21.2950,RS,1,0,1,1,0,1,1,1,0.589205
4976948-40.2025.8.16.1450,PR,1,1,1,1,1,0,1,0,0.058360
1285178-90.2025.8.26.9560,SP,1,1,1,0,0,1,1,0,0.134238
3811567-71.2025.8.10.4661,MA,1,0,1,0,1,1,1,1,0.690424
7560727-12.2025.8.11.4460,MT,1,1,1,1,1,1,0,0,0.033180
9174404-89.2025.8.25.8559,SE,1,1,1,1,0,1,1,0,0.044995
7976173-22.2025.8.16.5784,PR,1,1,1,0,0,1,1,0,0.108832
1965420-13.2025.8.25.2807,SE,0,1,1,1,1,1,1,0,0.016884
5628848-43.2025.8.15.1592,PB,1,0,0,0,1,1,1,1,0.985839
1405485-83.2025.8.05.0297,BA,1,1,1,0,1,1,1,0,0.159600
7103621-50.2025.8.24.9105,SC,1,1,1,0,1,1,1,0,0.133867
7144938-91.2025.8.13.6748,MG,1,0,1,1,1,0,0,0,0.656981
6923190-23.2025.8.12.5595,MS,0,1,1,1,0,1,0,0,0.012320
4463535-02.2025.8.25.6034,SE,1,0,1,0,1,0,1,1,0.861093
9888724-85.2025.8.15.0194,PB,0,0,1,0,1,0,1,1,0.664062
6562840-47.2025.8.08.0483,ES,0,1,1,1,1,1,1,0,0.019509
6524342-42.2025.8.22.1529,RO,0,1,1,1,0,1,1,0,0.013206
2242884-03.2025.8.22.6460,RO,1,1,1,1,1,1,1,0,0.036085
8268063-51.2025.8.09.9188,GO,0,1,0,0,0,1,1,0,0.642763
9043905-92.2025.8.21.6779,RS,1,0,1,0,1,0,1,1,0.898132
3100176-14.2025.8.21.4767,RS,0,1,0,0,1,1,1,1,0.646489
7295790-83.2025.8.18.8712,PI,0,1,0,1,0,1,0,0,0.178579
6536862-88.2025.8.01.8473,AC,1,1,1,0,0,1,1,0,0.119738
8237761-61.2025.8.24.3567,SC,1,1,1,0,1,1,1,0,0.129615
9117721-69.2025.8.19.8847,RJ,1,0,0,0,1,1,1,1,0.989848
3644817-85.2025.8.14.4057,PA,1,1,0,0,1,1,0,1,0.765808
6503482-17.2025.8.06.8598,CE,1,0,0,0,1,1,0,1,0.986979
3362318-94.2025.8.11.3871,MT,1,1,1,0,0,0,1,0,0.164579
8092389-62.2025.8.08.7735,ES,1,1,1,1,1,0,1,0,0.089790
4176177-80.2025.8.17.7731,PE,1,1,1,0,0,0,1,0,0.229170
6795253-55.2025.8.18.4904,PI,1,0,0,0,1,1,1,1,0.980445
9368018-29.2025.8.24.4466,SC,1,0,0,0,1,1,1,1,0.985290
9575926-61.2025.8.13.0258,MG,0,1,1,1,0,0,1,0,0.028459
7841471-44.2025.8.24.8821,SC,1,1,1,0,0,0,0,0,0.209771
8615204-40.2025.8.08.4952,ES,1,1,1,0,0,1,1,0,0.164746
7444854-90.2025.8.20.1378,RN,0,1,1,1,0,1,1,0,0.013311
4814433-77.2025.8.13.6275,MG,0,1,1,1,0,1,1,0,0.016088
7811452-51.2025.8.08.4903,ES,0,1,1,1,1,1,0,0,0.020981
9928654-48.2025.8.14.1518,PA,1,1,1,1,1,1,1,0,0.038112
9309829-55.2025.8.18.2800,PI,1,1,1,1,1,1,1,0,0.029476
2036484-00.2025.8.03.9578,AP,1,1,1,1,1,1,1,1,0.095251
5505584-31.2025.8.16.6079,PR,1,1,1,1,1,0,1,0,0.056160
5664462-02.2025.8.03.2356,AP,1,1,1,1,0,0,1,0,0.161391
8122569-75.2025.8.13.3700,MG,1,1,1,1,1,1,1,0,0.045040
3781439-87.2025.8.19.2451,RJ,1,1,1,0,1,1,1,0,0.191497
8432292-78.2025.8.07.0228,DF,0,1,1,0,1,0,0,0,0.116258
8104921-55.2025.8.06.9735,CE,1,0,0,1,1,1,1,1,0.948980
6817170-03.2025.8.21.5529,RS,1,1,1,0,1,0,0,0,0.306098
4568623-24.2025.8.06.4659,CE,0,0,1,0,1,0,0,0,0.691761
6796396-57.2025.8.08.4669,ES,1,1,1,1,0,1,1,0,0.055925
6555540-87.2025.8.18.6239,PI,1,1,1,1,1,0,1,1,0.050385
3188338-23.2025.8.27.7249,TO,1,1,1,1,1,0,1,0,0.057347
4284897-72.2025.8.16.4737,PR,1,1,1,1,1,1,0,0,0.033164
1068464-36.2025.8.19.2011,RJ,1,0,1,1,1,1,1,1,0.579571
2692263-31.2025.8.17.7116,PE,0,0,1,1,0,1,1,1,0.271806
5271625-38.2025.8.20.1636,RN,0,1,1,1,1,1,0,0,0.013487
3296922-58.2025.8.16.0243,PR,1,0,1,0,1,1,1,1,0.720255
9925795-97.2025.8.04.5917,AM,1,1,1,1,0,0,1,0,0.130790
4531740-59.2025.8.02.1986,AL,1,1,1,1,0,1,1,0,0.044320
9530539-89.2025.8.24.4202,SC,1,1,1,0,0,0,1,0,0.203449
5262397-06.2025.8.14.4299,PA,0,1,1,1,1,1,1,0,0.013738
5802755-27.2025.8.07.0569,DF,0,0,1,1,0,1,0,1,0.312924
2814494-67.2025.8.25.1222,SE,0,0,0,0,1,1,1,1,0.964454
5565636-74.2025.8.17.3404,PE,1,1,1,1,0,1,1,0,0.043992
3458273-90.2025.8.21.8168,RS,1,0,1,1,0,1,1,1,0.601095
7105343-58.2025.8.05.0987,BA,1,0,0,1,0,1,1,1,0.956665
7781827-82.2025.8.27.1102,TO,0,1,1,1,0,1,1,0,0.012567
4331501-81.2025.8.20.9182,RN,0,1,1,1,0,1,1,0,0.013369
3013654-38.2025.8.06.6977,CE,1,1,1,1,1,0,1,0,0.069758
2140368-33.2025.8.06.7163,CE,1,0,1,0,0,0,1,1,0.846779
3583740-55.2025.8.20.3129,RN,1,1,1,1,1,1,1,0,0.037477
5887558-78.2025.8.05.5842,BA,1,0,0,1,1,0,1,1,0.974173
8118186-16.2025.8.13.6602,MG,1,0,1,0,0,0,0,1,0.860495
8013918-20.2025.8.12.1176,MS,1,0,0,1,0,1,1,1,0.937967
8011485-61.2025.8.16.3006,PR,1,0,0,1,1,1,1,1,0.934314
7761242-32.2025.8.18.8839,PI,0,1,1,0,1,1,1,0,0.036735
7323758-75.2025.8.06.2688,CE,1,1,1,1,1,1,1,0,0.040614
8274512-55.2025.8.18.6959,PI,1,1,1,0,1,0,1,0,0.163174
3092730-32.2025.8.13.2392,MG,1,0,1,1,1,1,1,0,0.516264
1889964-76.2025.8.07.9781,DF,1,1,1,1,1,1,1,1,0.057412
3462601-25.2025.8.22.6022,RO,1,0,1,1,1,0,1,0,0.562406
1892598-35.2025.8.22.4216,RO,1,1,0,1,1,1,1,0,0.411440
7522641-70.2025.8.14.7569,PA,0,1,1,1,1,1,1,0,0.015501
1251684-45.2025.8.05.9466,BA,0,0,0,1,1,1,1,1,0.890555
7489084-47.2025.8.12.6511,MS,1,0,1,1,1,1,0,1,0.434010
2087087-78.2025.8.26.4969,SP,1,1,1,1,0,1,0,0,0.043268
8669451-16.2025.8.11.4099,MT,1,1,1,0,1,0,0,0,0.181206
9166363-59.2025.8.08.2013,ES,1,0,1,0,1,0,1,1,0.882200
3398054-15.2025.8.15.2780,PB,0,1,1,1,0,1,0,1,0.015655
5614342-79.2025.8.17.7147,PE,1,1,1,0,1,1,1,0,0.153569
3427523-10.2025.8.13.2444,MG,1,1,1,1,1,1,1,0,0.044279
4924899-54.2025.8.25.6485,SE,1,1,1,1,1,1,1,0,0.046589
1471915-88.2025.8.15.3342,PB,1,1,1,1,1,1,1,0,0.041697
8510382-61.2025.8.17.2710,PE,1,1,1,1,1,1,1,0,0.046284
6129912-59.2025.8.21.3777,RS,0,1,1,1,0,1,1,0,0.023616
7866327-05.2025.8.21.5473,RS,1,0,1,0,1,1,1,1,0.841437
1349917-26.2025.8.01.5200,AC,1,1,1,1,1,1,1,0,0.038746
5052182-14.2025.8.12.8654,MS,0,0,1,1,1,1,0,0,0.232836
8142473-86.2025.8.20.3640,RN,1,1,1,1,0,0,1,0,0.060722
6664545-29.2025.8.04.4425,AM,1,0,0,0,1,1,0,1,0.994166
7238032-39.2025.8.04.7905,AM,1,1,1,1,1,1,0,1,0.091127
5192298-88.2025.8.19.8637,RJ,0,1,1,1,1,1,0,0,0.022282
6061882-24.2025.8.24.6601,SC,1,1,1,1,1,1,1,0,0.041004
4825986-79.2025.8.05.0500,BA,0,1,1,1,0,0,1,0,0.030324
9588772-03.2025.8.21.9954,RS,1,0,1,0,1,1,1,1,0.838883
6384033-45.2025.8.10.8688,MA,1,0,1,1,1,0,1,1,0.533232
6077452-49.2025.8.09.9779,GO,1,1,1,0,0,1,1,0,0.189113
8216508-14.2025.8.09.6286,GO,0,0,1,1,0,1,1,0,0.326985
5857783-11.2025.8.20.0436,RN,1,0,1,1,1,1,1,0,0.457384
2594617-68.2025.8.16.2324,PR,1,1,1,0,1,1,1,0,0.113683
3230312-74.2025.8.17.4146,PE,1,1,1,1,0,1,0,0,0.045453
7777996-34.2025.8.07.0156,DF,1,0,0,0,0,0,1,1,0.992927
9127499-50.2025.8.04.7420,AM,1,1,1,1,1,1,1,0,0.088166
9938080-43.2025.8.03.2128,AP,1,0,0,0,1,0,1,1,0.996306
8185145-12.2025.8.09.7373,GO,1,1,1,0,1,1,1,0,0.184188
2097157-45.2025.8.10.5388,MA,1,1,1,0,0,1,1,0,0.092410
4401796-93.2025.8.24.3931,SC,0,1,1,1,1,1,1,0,0.015111
7915174-12.2025.8.20.0540,RN,1,1,1,0,1,1,1,0,0.114895
9641153-65.2025.8.25.0984,SE,1,1,1,1,1,1,1,0,0.041360
6118317-66.2025.8.12.8504,MS,1,1,1,1,1,1,1,0,0.033328
8490060-31.2025.8.13.6607,MG,1,0,1,1,1,0,1,1,0.638760
1311246-44.2025.8.20.6145,RN,0,1,1,1,1,1,1,0,0.012759
3488540-20.2025.8.02.8832,AL,1,1,1,1,0,1,0,0,0.046166
3583043-93.2025.8.18.0600,PI,0,1,1,1,1,1,1,0,0.010900
8759876-60.2025.8.03.2856,AP,0,1,1,0,1,1,1,0,0.133086
9336482-33.2025.8.24.5559,SC,0,1,1,0,1,1,0,0,0.055488
3735424-33.2025.8.13.2537,MG,0,1,1,1,0,0,0,0,0.027391
7600395-35.2025.8.03.8323,AP,0,0,0,0,1,1,1,1,0.984483
7278170-82.2025.8.16.7960,PR,1,1,1,0,1,1,1,0,0.111858
6049715-29.2025.8.05.2006,BA,1,0,0,0,0,0,1,1,0.992934
2186155-80.2025.8.05.1053,BA,0,1,1,0,0,0,1,1,0.099443
8802015-53.2025.8.07.6613,DF,1,1,1,1,0,1,1,0,0.053765
6700954-97.2025.8.03.0074,AP,1,1,1,0,0,1,0,1,0.298178
1595742-20.2025.8.21.0603,RS,0,1,1,1,1,1,0,0,0.026452
5442396-20.2025.8.07.3890,DF,1,1,1,1,1,1,1,0,0.052770
1319140-05.2025.8.26.6612,SP,1,1,0,0,1,1,1,1,0.758899
7315438-47.2025.8.17.4413,PE,0,0,1,0,0,1,1,1,0.552608
4985687-38.2025.8.06.0501,CE,1,1,1,0,1,1,0,0,0.141888
8777433-70.2025.8.07.7706,DF,1,0,1,1,1,1,1,1,0.548358
4413247-43.2025.8.14.7953,PA,1,1,1,1,1,1,1,1,0.040834
1706043-91.2025.8.21.2649,RS,1,1,1,1,1,0,0,0,0.113059
8486010-48.2025.8.15.9994,PB,1,1,1,1,0,1,1,0,0.040359
5330174-62.2025.8.09.0175,GO,1,1,1,1,1,0,1,0,0.100633
5552457-74.2025.8.16.3576,PR,1,1,1,0,0,1,1,0,0.105138
7007432-73.2025.8.03.7499,AP,1,1,0,0,1,1,1,1,0.877852
1405181-49.2025.8.01.3824,AC,1,1,1,0,1,1,1,0,0.124557
8432298-33.2025.8.16.8599,PR,0,1,1,1,1,1,1,0,0.011562
5157520-44.2025.8.06.8629,CE,1,1,1,0,1,1,1,0,0.134672
9375857-00.2025.8.16.8456,PR,0,1,1,1,1,1,1,0,0.013038
5307004-08.2025.8.13.4520,MG,0,1,1,1,1,0,0,0,0.030057
1218858-96.2025.8.22.9249,RO,0,1,1,1,1,0,1,0,0.021266
9559264-64.2025.8.19.7308,RJ,1,1,1,1,1,1,1,0,0.057065
6343096-70.2025.8.14.0433,PA,1,1,1,1,1,1,1,0,0.038112
8903662-05.2025.8.19.5751,RJ,1,1,1,1,1,1,1,0,0.059289
1423504-96.2025.8.25.6366,SE,1,0,1,0,1,1,1,1,0.774650
5429289-78.2025.8.03.8000,AP,1,0,1,0,0,1,1,1,0.898047
3156427-20.2025.8.14.5114,PA,0,1,1,1,1,1,1,0,0.015265
1350191-27.2025.8.20.6367,RN,1,1,1,0,0,1,1,0,0.107532
3027000-58.2025.8.13.2131,MG,1,1,1,1,0,0,1,0,0.072661
1684499-81.2025.8.21.7286,RS,1,0,1,0,1,1,0,1,0.855308
3031138-06.2025.8.04.4695,AM,1,0,0,0,1,1,1,1,0.993145
6675094-23.2025.8.19.8622,RJ,1,1,1,1,1,0,1,0,0.093946
6775810-00.2025.8.05.8865,BA,1,1,1,1,1,1,0,0,0.059876
8032674-25.2025.8.16.4362,PR,1,1,1,1,0,1,1,0,0.031406
4754310-69.2025.8.22.4185,RO,1,1,1,1,1,1,0,0,0.037078
8221190-58.2025.8.19.6728,RJ,1,1,1,1,1,1,1,0,0.058518
3061491-49.2025.8.02.7207,AL,1,1,1,1,1,1,1,0,0.043954
8985380-41.2025.8.21.1215,RS,1,1,1,1,1,0,1,1,0.099037
5161844-78.2025.8.12.5408,MS,1,1,1,1,0,1,1,0,0.034363
4350435-12.2025.8.26.7060,SP,0,1,1,1,1,1,1,0,0.016988
8506553-07.2025.8.01.1424,AC,0,1,1,1,1,1,1,0,0.013773
7728756-53.2025.8.22.4772,RO,1,0,0,0,0,0,1,1,0.988978
7499033-30.2025.8.01.0806,AC,0,1,1,1,1,1,1,0,0.012594
8800414-38.2025.8.10.4304,MA,1,1,1,0,0,1,0,0,0.094294
7696954-75.2025.8.15.1065,PB,1,1,1,1,1,1,1,0,0.040105
1220287-25.2025.8.24.0658,SC,1,1,1,0,0,1,1,0,0.130935
3615642-19.2025.8.12.1025,MS,1,1,1,1,1,1,0,0,0.034710
8270196-57.2025.8.03.4942,AP,1,1,1,1,1,1,1,0,0.094459
1024960-30.2025.8.26.3108,SP,1,1,1,0,0,1,1,0,0.134238
8284620-48.2025.8.07.5221,DF,1,1,1,1,0,1,1,0,0.051969
6641649-17.2025.8.04.5049,AM,0,1,1,0,0,1,0,0,0.104571
4481225-19.2025.8.14.3811,PA,1,1,1,0,1,0,1,0,0.206188
7705741-29.2025.8.09.3258,GO,0,1,1,1,0,1,1,0,0.019634
3693493-78.2025.8.08.8064,ES,0,1,1,1,1,0,1,0,0.032075
4062294-66.2025.8.08.0747,ES,0,1,1,1,1,1,1,0,0.020366
7478896-45.2025.8.14.9039,PA,0,1,1,0,1,1,0,0,0.054799
2906224-39.2025.8.16.6158,PR,0,1,1,1,1,1,1,0,0.013038
6503476-13.2025.8.15.8125,PB,0,1,1,0,0,0,1,0,0.081766
2078313-77.2025.8.11.1023,MT,1,1,1,0,0,0,0,0,0.184568
3331150-73.2025.8.24.6346,SC,1,1,1,1,1,1,1,0,0.040931
4202600-11.2025.8.06.2307,CE,1,0,1,1,0,1,1,0,0.488189
8618926-43.2025.8.17.8193,PE,0,1,1,1,0,1,1,0,0.016838
6244762-46.2025.8.11.9027,MT,0,1,0,1,0,1,1,1,0.195534
2729770-96.2025.8.14.8839,PA,1,1,1,1,0,1,1,0,0.042167
2689323-69.2025.8.02.6646,AL,0,1,1,1,1,1,1,0,0.017177
1964914-02.2025.8.08.7449,ES,0,1,1,1,0,1,0,0,0.019826
8699836-39.2025.8.20.9745,RN,1,1,1,1,1,1,1,0,0.033064
7019285-62.2025.8.07.3326,DF,1,1,1,1,1,1,1,0,0.057412
3634315-89.2025.8.06.3522,CE,1,0,1,0,1,0,1,1,0.850061
7606685-59.2025.8.09.2004,GO,0,1,1,1,1,1,1,0,0.021018
9725552-11.2025.8.08.8103,ES,1,1,1,0,1,1,1,0,0.166787
7138141-63.2025.8.22.1653,RO,0,1,1,1,1,0,0,0,0.021847
6147810-37.2025.8.11.6506,MT,0,1,1,1,0,1,1,0,0.012000
4538115-23.2025.8.06.2064,CE,1,1,1,1,0,0,1,0,0.069238
1144868-92.2025.8.01.2915,AC,0,1,1,1,0,1,1,0,0.012149
4842007-98.2025.8.07.1563,DF,0,1,1,1,1,1,1,0,0.018886
2769315-83.2025.8.25.9810,SE,1,1,1,0,1,0,1,0,0.229661
4553155-16.2025.8.15.2420,PB,1,1,0,1,1,0,1,1,0.588042
6753278-64.2025.8.11.3640,MT,0,1,1,1,1,1,1,0,0.012428
7280124-61.2025.8.27.8649,TO,0,1,1,0,1,0,1,0,0.073113
8885915-69.2025.8.20.4187,RN,1,1,0,1,1,1,1,1,0.403887
3747895-32.2025.8.27.4077,TO,1,0,1,1,1,1,0,0,0.451288
7657203-13.2025.8.15.5872,PB,0,1,1,1,0,1,1,0,0.014423
3072475-06.2025.8.13.4798,MG,1,1,1,0,1,1,1,0,0.143045
7534013-82.2025.8.05.9840,BA,0,1,1,1,1,1,0,0,0.020529
4586439-07.2025.8.07.5811,DF,0,1,1,1,1,1,1,0,0.020964
2066096-05.2025.8.09.2093,GO,1,0,0,0,0,1,1,1,0.990733
6635705-76.2025.8.18.6986,PI,1,0,0,1,0,1,0,1,0.931816
8508887-87.2025.8.10.7374,MA,0,1,1,0,0,1,1,0,0.034082
8598881-87.2025.8.17.8742,PE,0,1,1,1,0,0,1,0,0.026278
7387669-28.2025.8.22.5615,RO,1,0,0,0,1,0,1,1,0.990403
8798174-42.2025.8.02.2189,AL,1,1,1,1,0,1,1,0,0.046457
7968304-72.2025.8.15.0332,PB,1,1,1,1,0,1,1,0,0.038350
3953151-57.2025.8.24.5503,SC,1,0,1,1,1,0,1,1,0.610321
2895016-52.2025.8.13.7792,MG,1,1,1,1,1,1,0,0,0.049652
4547969-16.2025.8.07.6007,DF,1,1,1,1,1,1,1,0,0.050052
1739104-58.2025.8.22.7748,RO,1,0,1,0,1,1,1,1,0.742759
6797351-33.2025.8.27.4447,TO,1,0,1,1,0,1,1,0,0.437711
5833502-86.2025.8.18.8707,PI,0,1,1,0,0,0,1,0,0.058615
1312250-51.2025.8.15.3670,PB,1,0,0,1,1,1,1,1,0.946455
9324381-44.2025.8.12.0527,MS,0,1,1,0,1,1,0,1,0.042730
9044139-99.2025.8.15.1588,PB,1,1,1,1,1,1,1,0,0.041697
4422000-06.2025.8.21.7420,RS,0,1,1,0,1,1,1,0,0.081108
5478653-42.2025.8.06.1323,CE,0,1,1,1,1,1,1,0,0.014664
7785682-88.2025.8.19.7828,RJ,1,1,0,0,1,1,1,1,0.811561
9184191-08.2025.8.14.7173,PA,1,1,1,1,0,1,1,0,0.042167
6292728-51.2025.8.24.0851,SC,1,1,0,0,1,1,1,0,0.753842
6406441-32.2025.8.18.5246,PI,1,1,1,1,1,1,1,0,0.032043
1859807-66.2025.8.27.1247,TO,1,1,1,0,1,1,1,0,0.114082
2397838-45.2025.8.18.7363,PI,0,1,1,1,1,1,1,0,0.010951
9308219-41.2025.8.08.1614,ES,1,1,1,1,1,1,1,0,0.052471
5170228-11.2025.8.27.6257,TO,1,0,0,0,1,0,1,1,0.989914
8952506-61.2025.8.21.8948,RS,1,0,1,0,1,1,0,1,0.855308
7121914-41.2025.8.16.0902,PR,1,1,1,1,1,0,0,0,0.054178
6561726-97.2025.8.11.6485,MT,1,1,0,1,1,1,1,1,0.409737
6064317-91.2025.8.06.7771,CE,1,1,1,1,1,1,1,0,0.041278
6555704-92.2025.8.20.4758,RN,1,1,1,1,0,0,1,0,0.054040
7651425-79.2025.8.09.2467,GO,0,1,1,1,0,1,1,0,0.019634
3859076-83.2025.8.17.2763,PE,0,1,1,0,1,1,1,0,0.057700
1048247-04.2025.8.06.4860,CE,1,0,1,0,0,1,1,1,0.774514
4560128-64.2025.8.24.3260,SC,1,0,1,1,0,1,1,1,0.473195
7442105-54.2025.8.15.3416,PB,1,1,1,1,1,1,1,0,0.040621
5079804-25.2025.8.05.7863,BA,0,0,0,0,0,1,1,1,0.965621
9564769-15.2025.8.09.6581,GO,0,1,0,1,1,1,1,1,0.340777
8720534-73.2025.8.14.6545,PA,1,0,0,0,1,1,1,1,0.983434
2508600-96.2025.8.01.5343,AC,0,0,1,1,0,1,1,0,0.222299
8716401-17.2025.8.02.3683,AL,1,0,0,0,0,1,0,1,0.986715
6270033-29.2025.8.11.8921,MT,1,1,1,1,1,0,1,0,0.055750
5571016-12.2025.8.14.1904,PA,1,1,0,1,1,1,1,1,0.470358
3042397-92.2025.8.16.8651,PR,0,1,1,1,1,1,0,0,0.012527
8733526-00.2025.8.16.6936,PR,0,1,0,1,1,0,1,0,0.296139
7729777-13.2025.8.10.4824,MA,1,1,1,0,1,1,1,0,0.095591
6724476-91.2025.8.14.0872,PA,1,1,1,0,1,1,1,0,0.132928
6204819-69.2025.8.06.5896,CE,1,0,1,1,1,1,1,0,0.477912
2101512-99.2025.8.19.6392,RJ,1,0,1,1,0,0,0,1,0.706155
8501559-28.2025.8.07.1080,DF,1,1,1,0,0,1,1,1,0.158802
9677477-15.2025.8.21.0375,RS,1,1,0,0,1,1,1,1,0.835036
5240442-95.2025.8.24.8164,SC,1,1,0,1,1,0,1,1,0.585239
7137534-71.2025.8.19.3215,RJ,0,1,1,0,1,1,1,0,0.071631
5917384-92.2025.8.10.2936,MA,1,1,1,0,1,1,1,0,0.095303
6357305-34.2025.8.10.7236,MA,0,1,1,0,1,1,1,0,0.036587
5742554-18.2025.8.18.9351,PI,1,1,1,1,0,1,1,0,0.029956
9938568-27.2025.8.04.1607,AM,1,1,1,0,1,1,1,0,0.270975
6991987-95.2025.8.13.4527,MG,0,1,1,0,1,1,1,0,0.057720
8095052-28.2025.8.26.1498,SP,1,1,1,1,1,1,1,0,0.045891
7208810-48.2025.8.06.5491,CE,0,1,1,1,1,1,1,0,0.014664
9106355-10.2025.8.09.6373,GO,0,1,1,0,1,1,1,0,0.076101
5487990-52.2025.8.10.8831,MA,0,0,1,0,1,1,1,0,0.463383
9633731-72.2025.8.05.5166,BA,1,0,0,0,0,0,0,1,0.992857
1835587-57.2025.8.05.2800,BA,1,1,1,1,1,1,0,0,0.050996
3532596-07.2025.8.25.3971,SE,1,1,1,1,0,0,1,0,0.073888
2070828-12.2025.8.24.8396,SC,1,0,1,1,1,1,1,1,0.485507
5457506-82.2025.8.03.9980,AP,0,1,1,1,1,0,1,0,0.060942
2399049-23.2025.8.11.7376,MT,0,1,1,1,1,1,1,0,0.012939
1725978-51.2025.8.22.7044,RO,1,1,1,1,0,1,1,0,0.032051
6756366-43.2025.8.07.5337,DF,1,0,1,0,1,1,1,1,0.806991
2530826-50.2025.8.03.8126,AP,1,0,1,0,0,0,1,1,0.936282
6667981-18.2025.8.06.7029,CE,0,0,1,1,1,0,1,0,0.349315
5641174-37.2025.8.13.8276,MG,1,1,1,1,1,1,1,1,0.044279
8362201-54.2025.8.27.7961,TO,0,0,0,1,0,1,0,1,0.858339
8680857-13.2025.8.25.6829,SE,0,1,1,1,1,1,1,0,0.017332
7243892-45.2025.8.16.4494,PR,0,1,1,1,0,0,1,1,0.019140
7938705-88.2025.8.27.5851,TO,1,1,1,1,0,1,0,0,0.039458
3984595-35.2025.8.11.4984,MT,1,1,1,0,0,1,0,0,0.108991
1046235-75.2025.8.06.1549,CE,1,1,1,0,1,0,0,0,0.215201
2294453-88.2025.8.17.9939,PE,1,1,1,1,1,1,1,0,0.046284
9934273-51.2025.8.12.0813,MS,1,1,0,1,1,1,1,0,0.414301
7033456-30.2025.8.15.7223,PB,1,1,1,1,1,0,1,0,0.071934
2372814-07.2025.8.03.3635,AP,1,1,1,1,1,1,1,0,0.093682
6468893-85.2025.8.02.3187,AL,1,1,0,0,1,1,1,1,0.782100
4659291-90.2025.8.06.0065,CE,1,0,1,1,1,0,0,1,0.627571
9583782-04.2025.8.17.1442,PE,1,0,1,0,1,1,1,1,0.787811
8473530-48.2025.8.19.9818,RJ,0,0,0,1,1,1,1,1,0.910475
1437192-60.2025.8.25.7305,SE,0,1,1,0,1,1,1,0,0.054688
6446196-83.2025.8.17.1788,PE,0,1,1,1,1,1,1,0,0.018000
7988170-60.2025.8.03.8391,AP,1,0,0,0,1,0,1,1,0.996521
7267280-80.2025.8.08.9802,ES,0,1,1,1,0,1,1,0,0.019027
3038919-12.2025.8.16.5742,PR,1,1,1,1,1,1,1,0,0.034268
6538917-07.2025.8.16.8353,PR,0,1,1,1,1,0,1,0,0.019708
